docID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
211,sales,fiscal,million,quarter,business,margins,product,lower,share,cash,industrial,medical,program,weve,line,restructuring,markets,aircraft,little,defense
212,news,lagarde,fiscal,gcc,reuters,delayed,oil,countries,business,economic,international,gulf,low,minutes,prices,tax,learn,revenues,policies,thomson
213,news,gcc,governments,spending,gulf,reuters,reforms,lagarde,oil,tax,countries,public,budget,finance,business,fiscal,urged,low,delayed,prices
214,china,fiscal,million,business,sales,oil,joint,market,ntic,litigation,venture,compared,thats,naturtec,gas,north,america,significant,range,time
215,psec,psecs,quarter,net,portfolio,million,fiscal,share,unrealized,projected,reported,companys,income,nav,investment,depreciation,company,clo,cp,investments
216,quarter,fiscal,sales,earnings,officer,chairman,chief,energy,segment,million,gendron,compared,thomas,executive,president,line,call,aerospace,markets,growth
217,fiscal,million,growth,projects,amerigas,weather,gas,businesses,ugi,business,capital,cost,significant,margin,strong,results,quarter,weve,lower,major
218,eros,films,revenue,fiscal,company,movies,million,revenues,film,distributed,source,india,rights,office,box,indian,claims,companys,believe,released
219,news,fiscal,eps,monsanto,savings,company,reuters,market,restructuring,expected,estimated,business,quarter,worlds,asreported,companys,earningspershare,million,charges,minutes
220,quarter,million,fiscal,revenue,fourth,surmodics,device,products,product,share,actually,believe,call,thats,program,business,drug,customers,balloon,little
221,news,morneau,finance,economic,reuters,government,update,minister,canada,pbo,budget,business,quebec,liberals,economy,fiscal,previous,report,minutes,federal
222,quarter,fiscal,increased,ago,call,million,business,silver,demand,trading,customers,market,ounces,activity,statements,increase,products,logistics,precious,metals
223,news,wage,minimum,government,increase,economic,abes,reuters,households,spending,policy,average,business,economy,minister,structural,lowincome,wages,minutes,month
224,yen,spending,exports,consumer,japan,japanese,percent,pro,alpha,inflation,seeking,months,economy,significant,low,dollar,consumption,forward,look,indeed
225,news,reuters,meirelles,finance,business,fiscal,levy,minister,adjustment,minutes,market,delayed,thomson,brasilia,continue,brazil,information,nomiyama,reported,widely
226,company,fiscal,enersys,operating,power,emea,products,roughly,share,costs,shares,management,business,revenue,cost,pro,alpha,half,restructuring,currency
227,tax,cuts,news,plans,spending,government,candidates,trillion,pay,republican,republicans,budget,revenue,foundation,revenues,according,senator,programs,taxes,economic
228,news,fiscal,budget,million,shortfall,reuters,connecticuts,business,revenue,report,minutes,delayed,officials,expected,revenues,malloy,thomson,dannel,information,finance
229,economic,site,policy,follow,link,banned,ecb,vs,financial,wed,monetary,risks,km,fiscal,crisis,low,rate,current,report,boris
230,million,fiscal,quarter,fourth,propane,prior,lower,compared,expenses,results,gallons,common,integration,unit,call,weather,prices,customer,net,operating
231,fiscal,site,credit,follow,link,banned,growth,china,policy,october,spending,percent,banks,government,stimulus,short,revenue,economy,reports,heres
232,policy,monetary,david,argues,inflation,lacker,rule,investment,markets,rates,friedman,hilsenrath,merkel,risk,investing,fed,tavlas,blog,standard,write
233,spending,budget,purchases,month,youll,book,spend,household,groceries,create,week,money,payment,spent,found,dont,accurate,saving,set,mortgage
234,million,quarter,fiscal,business,sales,fiber,laser,highpower,net,fourth,lasers,revenue,expect,market,cost,strong,compared,exchange,impact,rate
235,fiscal,chief,executive,officer,business,nick,million,ebitda,capital,cash,howley,chairman,acquisitions,yes,prior,businesses,commercial,sales,versus,thats
236,fiscal,quarter,revenue,million,business,financial,call,cash,network,customer,results,product,networks,expect,base,weve,operating,nongaap,time,statements
237,quarter,fiscal,million,veryx,compared,fourth,customers,north,america,significant,key,weve,solutions,product,market,expect,products,sales,increase,net
238,consumer,spending,growth,economic,alpha,changes,seeking,economy,job,federal,policy,trends,readers,labor,student,recent,cost,pro,benefits,change
239,fiscal,eros,films,released,revenue,company,revenues,film,list,movies,source,claims,million,theatrical,overstated,release,believe,investors,estimate,movie
240,news,fiscal,support,japan,business,economy,reuters,lew,growth,treasury,domestic,finance,minutes,statement,delayed,secretary,term,thomson,stimulus,meeting
241,spending,retail,consumer,company,quarter,consumers,industry,share,nordstrom,sector,debt,nyse,reason,kohls,slowdown,macys,ticket,dont,market,lower
242,spending,total,domestic,gdp,market,consumer,revenue,index,pro,alpha,prices,growth,real,seeking,day,ema,beating,measure,week,lower
243,million,fiscal,earnings,gas,energy,ebit,adjusted,increase,pipeline,utility,results,business,segment,call,growth,guidance,natural,wgl,related,commercial
244,news,rubio,policies,fed,reuters,republican,washington,business,economic,candidate,fiscal,president,minutes,delayed,yellen,chair,marco,thomson,renominate,presidential
245,news,jaitley,reuters,fiscal,finance,business,minister,minutes,delayed,target,growth,thomson,prefer,current,information,domestic,reducing,das,worlds,nasdaq
246,nike,growth,billion,fiscal,sales,revenue,business,women,company,dtc,grow,training,basis,online,increase,average,europe,digital,comparison,pro
247,million,quarter,compared,fiscal,sales,acquisition,ago,sgk,current,september,operating,companys,segment,related,aurora,income,primarily,increase,impact,expense
248,fiscal,eu,policy,budget,france,pro,alpha,seeking,eurozone,deficit,gdp,security,thank,pact,spain,stability,portugal,loose,structural,shortly
249,quarter,million,fiscal,business,growth,fourth,revenue,optical,prior,cash,macom,defense,call,radar,compared,basis,programs,market,question,flow
250,euro,news,dollar,month,policy,ecb,easing,fiscal,tuesday,monetary,yields,overnight,bank,near,attacks,reuters,paris,minutes,expectations,market
251,defense,spending,international,military,billion,lockheed,world,example,systems,east,boeing,alpha,global,watch,northrup,nyse,seeking,middle,budget,trend
252,million,company,revenue,esnc,fiscal,solar,storage,backlog,sell,call,grid,kw,power,ppa,hawaii,energy,business,significant,installation,pro
253,news,security,renzi,attacks,italy,budget,eu,spending,european,paris,rules,million,reuters,euro,france,countries,finance,business,minister,television
254,billion,buybacks,spending,companies,dividends,percent,share,capital,spent,rd,income,reuters,time,nyse,shares,hp,net,pro,alpha,compared
255,percent,news,fiscal,imf,reuters,inflation,growth,business,bank,gdp,international,fund,minutes,market,delayed,headline,ugandas,rate,forecast,thomson
256,million,revenue,fiscal,quarter,rental,seismic,fourth,mean,products,market,compared,yeah,equipment,call,product,obx,expenses,thats,inventory,exploration
257,fiscal,stores,store,sales,quarter,growth,million,increased,little,call,fourth,comp,net,price,comparable,continue,bit,average,kemper,look
258,quarter,million,fiscal,solar,fourth,technology,market,compared,equipment,little,results,kingstone,bit,btu,tax,september,revenue,primarily,due,lot
259,quarter,fiscal,million,volume,expenses,adjusted,metric,sugar,company,due,montreal,approximately,fourth,gross,margin,tonne,consulting,compared,tonnes,plan
260,news,crisis,reuters,euros,spending,business,largest,technology,minutes,delayed,billion,capital,thomson,nonproduct,information,finance,worlds,base,nasdaq,alerts
261,news,billion,fiscal,deficits,growth,deficit,liberals,economic,reuters,outlook,conservatives,surpluses,government,finance,business,balance,million,worse,adds,downwardly
262,news,billion,fiscal,deficits,governments,liberal,update,liberals,reuters,outlook,market,promises,projected,forecast,growth,plans,deficit,conservative,morneau,cut
263,qe,inflation,fiscal,fed,policy,rate,global,rates,economic,political,eurozone,central,ecb,economy,european,monetary,bank,currency,process,nations
264,news,spending,osborne,britain,budget,percent,jets,defence,carriers,reuters,aircraft,finance,business,worlds,television,scale,international,saying,world,minutes
265,cuts,news,osborne,spending,budget,austerity,voters,britains,cut,savings,cameron,minister,plan,reuters,london,services,government,local,police,pace
266,news,government,economy,wage,reuters,minimum,stimulus,draft,percent,japans,growth,govt,japan,raise,tax,measures,plans,domestic,average,business
267,news,draft,government,reuters,business,minister,economic,wage,abes,raise,improve,minutes,delayed,minimum,measures,plans,thomson,stimulus,energy,information
268,spending,consumer,economy,percent,increase,dont,growth,quarter,economic,gdp,wages,pro,alpha,wont,seeking,impact,investors,level,consumers,month
269,infrastructure,listed,global,investment,asset,assets,estate,returns,class,real,market,expected,investors,prices,investments,economic,stable,due,sector,fund
270,percent,growth,pace,news,spending,rate,reported,quarter,gdp,revised,business,grew,previously,month,trade,domestic,third,economy,reuters,rising
271,fiscal,million,slide,earnings,growth,financial,results,energy,nfe,njr,net,customers,performance,jersey,expected,call,midstream,strong,portfolio,customer
272,fiscal,quarter,nextshares,funds,fourth,market,fee,fund,managed,rate,investment,billion,thats,bank,income,growth,tax,assets,business,million
273,news,reuters,pesos,business,fiscal,million,minutes,delayed,billion,thomson,deficit,information,finance,ministry,worlds,nasdaq,economy,alerts,television,digital
274,osborne,news,spending,cuts,government,services,deficit,cut,economic,reuters,surplus,britains,percent,tax,wednesday,plans,bring,decade,public,voters
275,consumer,spending,percent,mobile,economy,phone,sales,exports,revised,gdp,demand,season,pro,alpha,growth,seeking,reported,fed,report,downwardly
276,news,reuters,percent,budget,business,fiscal,gap,hit,minutes,delayed,narrow,thomson,information,domestic,finance,parliament,worlds,nasdaq,auyezov,alerts
277,osborne,news,spending,cuts,surplus,britains,government,voters,budget,economic,meet,reuters,push,target,tax,services,wednesday,expected,deep,finance
278,news,finance,fiscal,discipline,reuters,business,minutes,delayed,thomson,information,parliament,worlds,nasdaq,minister,alerts,television,economic,digital,video,international
279,percent,news,spending,month,business,aircraft,september,reported,reuters,manufacturing,dollar,cuts,capital,energy,shipments,october,previously,minutes,surged,equipment
280,percent,spending,consumer,news,september,savings,reuters,rising,quarter,economy,month,rose,third,business,economic,october,income,largest,level,minutes
281,percent,spending,news,consumer,october,business,report,month,department,september,economy,rising,commerce,dollar,growth,energy,rose,savings,quarter,labor
282,spending,income,revisions,economic,rate,savings,personal,growth,benchmark,economy,pce,nominal,estimates,actual,consumers,figures,economists,month,recovery,pro
283,news,billion,budget,deficit,fiscal,ontario,canadas,hydro,reuters,forecast,current,business,revenue,april,initial,minutes,net,delayed,expects,helped
284,news,deficit,budget,fiscal,reuters,billion,business,ontario,minutes,delayed,expects,government,thomson,information,finance,worlds,nasdaq,alerts,television,lowers
285,government,news,million,foreign,business,reuters,network,sale,sell,selling,asset,reported,finance,minister,decision,earlier,value,australian,intranet,minutes
286,budget,fiscal,news,extra,reuters,abe,economy,economic,japans,payouts,minister,lowincome,spending,cabinet,government,yen,steps,told,additional,japan
287,news,percent,saudi,money,data,october,growth,supply,bank,economy,reuters,lending,government,budget,finance,cutbacks,spending,banks,business,released
288,qe,policy,eurozone,fiscal,spending,economic,report,european,fed,global,monetary,economy,deficit,public,bank,osborne,rates,inflation,political,president
289,infrastructure,news,campaign,clinton,clintons,billion,boston,plan,jobs,reuters,spending,hard,workers,hillary,presidential,candidate,democratic,november,investing,voters
290,fsfr,net,quarter,fiscal,fsfrs,companys,nav,table,million,fourth,stock,reference,investment,am,investments,share,company,common,projecting,prior
291,news,fiscal,reuters,congress,government,savings,business,brazils,week,law,minutes,bill,delayed,pay,oliveira,monday,target,ministries,bills,rent
292,spending,housing,north,consumer,dakota,rise,utilities,care,economy,recent,biggest,health,prices,investment,layoffs,real,economics,comments,news,grew
293,spending,percent,construction,news,manufacturing,dollar,november,government,outlays,business,october,level,energy,rose,economy,reuters,sector,month,index,cuts
294,spending,construction,percent,news,outlays,october,reuters,level,government,rose,manufacturing,private,business,near,economy,largest,minutes,federal,delayed,rising
295,spending,investment,business,economy,equipment,decline,businesses,prices,tax,time,real,economics,comments,labor,tractors,news,economic,similar,commodity,caused
296,percent,news,spending,construction,manufacturing,economy,business,october,month,dollar,november,rates,sales,reported,fed,factory,reuters,economist,robust,private
297,million,quarter,fiscal,fourth,projects,cost,compared,business,weve,call,revenues,little,bookings,canada,tax,half,backlog,time,income,production
298,news,fiscal,government,congress,spending,primary,deficit,rousseff,delayed,percent,billion,reais,savings,reuters,law,pay,surplus,recession,debt,brazil
299,news,infrastructure,airport,sources,london,city,bidders,billion,cki,times,pounds,pension,li,reuters,sale,ebitda,expected,comment,multiple,business
